1,14,13,12,11,10,1
2,13,12,11,10,9,1
3,12,11,10,9,8,1
4,11,10,9,8,7,1
5,10,9,8,7,6,1
6,9,8,7,6,5,1
7,8,7,6,5,4,1
8,7,6,5,4,3,1
9,6,5,4,3,2,1
10,14,5,4,3,2,1
11,14,14,14,14,13,0
12,14,14,14,14,12,0
13,14,14,14,14,11,0
14,14,14,14,14,10,0
15,14,14,14,14,9,0
16,14,14,14,14,8,0
17,14,14,14,14,7,0
18,14,14,14,14,6,0
19,14,14,14,14,5,0
20,14,14,14,14,4,0
21,14,14,14,14,3,0
22,14,14,14,14,2,0
23,14,13,13,13,13,0
24,13,13,13,13,12,0
25,13,13,13,13,11,0
26,13,13,13,13,10,0
27,13,13,13,13,9,0
28,13,13,13,13,8,0
29,13,13,13,13,7,0
30,13,13,13,13,6,0
31,13,13,13,13,5,0
32,13,13,13,13,4,0
33,13,13,13,13,3,0
34,13,13,13,13,2,0
35,14,12,12,12,12,0
36,13,12,12,12,12,0
37,12,12,12,12,11,0
38,12,12,12,12,10,0
39,12,12,12,12,9,0
40,12,12,12,12,8,0
41,12,12,12,12,7,0
42,12,12,12,12,6,0
43,12,12,12,12,5,0
44,12,12,12,12,4,0
45,12,12,12,12,3,0
46,12,12,12,12,2,0
47,14,11,11,11,11,0
48,13,11,11,11,11,0
49,12,11,11,11,11,0
50,11,11,11,11,10,0
51,11,11,11,11,9,0
52,11,11,11,11,8,0
53,11,11,11,11,7,0
54,11,11,11,11,6,0
55,11,11,11,11,5,0
56,11,11,11,11,4,0
57,11,11,11,11,3,0
58,11,11,11,11,2,0
59,14,10,10,10,10,0
60,13,10,10,10,10,0
61,12,10,10,10,10,0
62,11,10,10,10,10,0
63,10,10,10,10,9,0
64,10,10,10,10,8,0
65,10,10,10,10,7,0
66,10,10,10,10,6,0
67,10,10,10,10,5,0
68,10,10,10,10,4,0
69,10,10,10,10,3,0
70,10,10,10,10,2,0
71,14,9,9,9,9,0
72,13,9,9,9,9,0
73,12,9,9,9,9,0
74,11,9,9,9,9,0
75,10,9,9,9,9,0
76,9,9,9,9,8,0
77,9,9,9,9,7,0
78,9,9,9,9,6,0
79,9,9,9,9,5,0
80,9,9,9,9,4,0
81,9,9,9,9,3,0
82,9,9,9,9,2,0
83,14,8,8,8,8,0
84,13,8,8,8,8,0
85,12,8,8,8,8,0
86,11,8,8,8,8,0
87,10,8,8,8,8,0
88,9,8,8,8,8,0
89,8,8,8,8,7,0
90,8,8,8,8,6,0
91,8,8,8,8,5,0
92,8,8,8,8,4,0
93,8,8,8,8,3,0
94,8,8,8,8,2,0
95,14,7,7,7,7,0
96,13,7,7,7,7,0
97,12,7,7,7,7,0
98,11,7,7,7,7,0
99,10,7,7,7,7,0
100,9,7,7,7,7,0
101,8,7,7,7,7,0
102,7,7,7,7,6,0
103,7,7,7,7,5,0
104,7,7,7,7,4,0
105,7,7,7,7,3,0
106,7,7,7,7,2,0
107,14,6,6,6,6,0
108,13,6,6,6,6,0
109,12,6,6,6,6,0
110,11,6,6,6,6,0
111,10,6,6,6,6,0
112,9,6,6,6,6,0
113,8,6,6,6,6,0
114,7,6,6,6,6,0
115,6,6,6,6,5,0
116,6,6,6,6,4,0
117,6,6,6,6,3,0
118,6,6,6,6,2,0
119,14,5,5,5,5,0
120,13,5,5,5,5,0
121,12,5,5,5,5,0
122,11,5,5,5,5,0
123,10,5,5,5,5,0
124,9,5,5,5,5,0
125,8,5,5,5,5,0
126,7,5,5,5,5,0
127,6,5,5,5,5,0
128,5,5,5,5,4,0
129,5,5,5,5,3,0
130,5,5,5,5,2,0
131,14,4,4,4,4,0
132,13,4,4,4,4,0
133,12,4,4,4,4,0
134,11,4,4,4,4,0
135,10,4,4,4,4,0
136,9,4,4,4,4,0
137,8,4,4,4,4,0
138,7,4,4,4,4,0
139,6,4,4,4,4,0
140,5,4,4,4,4,0
141,4,4,4,4,3,0
142,4,4,4,4,2,0
143,14,3,3,3,3,0
144,13,3,3,3,3,0
145,12,3,3,3,3,0
146,11,3,3,3,3,0
147,10,3,3,3,3,0
148,9,3,3,3,3,0
149,8,3,3,3,3,0
150,7,3,3,3,3,0
151,6,3,3,3,3,0
152,5,3,3,3,3,0
153,4,3,3,3,3,0
154,3,3,3,3,2,0
155,14,2,2,2,2,0
156,13,2,2,2,2,0
157,12,2,2,2,2,0
158,11,2,2,2,2,0
159,10,2,2,2,2,0
160,9,2,2,2,2,0
161,8,2,2,2,2,0
162,7,2,2,2,2,0
163,6,2,2,2,2,0
164,5,2,2,2,2,0
165,4,2,2,2,2,0
166,3,2,2,2,2,0
167,14,14,14,13,13,0
168,14,14,14,12,12,0
169,14,14,14,11,11,0
170,14,14,14,10,10,0
171,14,14,14,9,9,0
172,14,14,14,8,8,0
173,14,14,14,7,7,0
174,14,14,14,6,6,0
175,14,14,14,5,5,0
176,14,14,14,4,4,0
177,14,14,14,3,3,0
178,14,14,14,2,2,0
179,14,14,13,13,13,0
180,13,13,13,12,12,0
181,13,13,13,11,11,0
182,13,13,13,10,10,0
183,13,13,13,9,9,0
184,13,13,13,8,8,0
185,13,13,13,7,7,0
186,13,13,13,6,6,0
187,13,13,13,5,5,0
188,13,13,13,4,4,0
189,13,13,13,3,3,0
190,13,13,13,2,2,0
191,14,14,12,12,12,0
192,13,13,12,12,12,0
193,12,12,12,11,11,0
194,12,12,12,10,10,0
195,12,12,12,9,9,0
196,12,12,12,8,8,0
197,12,12,12,7,7,0
198,12,12,12,6,6,0
199,12,12,12,5,5,0
200,12,12,12,4,4,0
201,12,12,12,3,3,0
202,12,12,12,2,2,0
203,14,14,11,11,11,0
204,13,13,11,11,11,0
205,12,12,11,11,11,0
206,11,11,11,10,10,0
207,11,11,11,9,9,0
208,11,11,11,8,8,0
209,11,11,11,7,7,0
210,11,11,11,6,6,0
211,11,11,11,5,5,0
212,11,11,11,4,4,0
213,11,11,11,3,3,0
214,11,11,11,2,2,0
215,14,14,10,10,10,0
216,13,13,10,10,10,0
217,12,12,10,10,10,0
218,11,11,10,10,10,0
219,10,10,10,9,9,0
220,10,10,10,8,8,0
221,10,10,10,7,7,0
222,10,10,10,6,6,0
223,10,10,10,5,5,0
224,10,10,10,4,4,0
225,10,10,10,3,3,0
226,10,10,10,2,2,0
227,14,14,9,9,9,0
228,13,13,9,9,9,0
229,12,12,9,9,9,0
230,11,11,9,9,9,0
231,10,10,9,9,9,0
232,9,9,9,8,8,0
233,9,9,9,7,7,0
234,9,9,9,6,6,0
235,9,9,9,5,5,0
236,9,9,9,4,4,0
237,9,9,9,3,3,0
238,9,9,9,2,2,0
239,14,14,8,8,8,0
240,13,13,8,8,8,0
241,12,12,8,8,8,0
242,11,11,8,8,8,0
243,10,10,8,8,8,0
244,9,9,8,8,8,0
245,8,8,8,7,7,0
246,8,8,8,6,6,0
247,8,8,8,5,5,0
248,8,8,8,4,4,0
249,8,8,8,3,3,0
250,8,8,8,2,2,0
251,14,14,7,7,7,0
252,13,13,7,7,7,0
253,12,12,7,7,7,0
254,11,11,7,7,7,0
255,10,10,7,7,7,0
256,9,9,7,7,7,0
257,8,8,7,7,7,0
258,7,7,7,6,6,0
259,7,7,7,5,5,0
260,7,7,7,4,4,0
261,7,7,7,3,3,0
262,7,7,7,2,2,0
263,14,14,6,6,6,0
264,13,13,6,6,6,0
265,12,12,6,6,6,0
266,11,11,6,6,6,0
267,10,10,6,6,6,0
268,9,9,6,6,6,0
269,8,8,6,6,6,0
270,7,7,6,6,6,0
271,6,6,6,5,5,0
272,6,6,6,4,4,0
273,6,6,6,3,3,0
274,6,6,6,2,2,0
275,14,14,5,5,5,0
276,13,13,5,5,5,0
277,12,12,5,5,5,0
278,11,11,5,5,5,0
279,10,10,5,5,5,0
280,9,9,5,5,5,0
281,8,8,5,5,5,0
282,7,7,5,5,5,0
283,6,6,5,5,5,0
284,5,5,5,4,4,0
285,5,5,5,3,3,0
286,5,5,5,2,2,0
287,14,14,4,4,4,0
288,13,13,4,4,4,0
289,12,12,4,4,4,0
290,11,11,4,4,4,0
291,10,10,4,4,4,0
292,9,9,4,4,4,0
293,8,8,4,4,4,0
294,7,7,4,4,4,0
295,6,6,4,4,4,0
296,5,5,4,4,4,0
297,4,4,4,3,3,0
298,4,4,4,2,2,0
299,14,14,3,3,3,0
300,13,13,3,3,3,0
301,12,12,3,3,3,0
302,11,11,3,3,3,0
303,10,10,3,3,3,0
304,9,9,3,3,3,0
305,8,8,3,3,3,0
306,7,7,3,3,3,0
307,6,6,3,3,3,0
308,5,5,3,3,3,0
309,4,4,3,3,3,0
310,3,3,3,2,2,0
311,14,14,2,2,2,0
312,13,13,2,2,2,0
313,12,12,2,2,2,0
314,11,11,2,2,2,0
315,10,10,2,2,2,0
316,9,9,2,2,2,0
317,8,8,2,2,2,0
318,7,7,2,2,2,0
319,6,6,2,2,2,0
320,5,5,2,2,2,0
321,4,4,2,2,2,0
322,3,3,2,2,2,0
323,14,13,12,11,9,1
324,14,13,12,11,8,1
325,14,13,12,11,7,1
326,14,13,12,11,6,1
327,14,13,12,11,5,1
328,14,13,12,11,4,1
329,14,13,12,11,3,1
330,14,13,12,11,2,1
331,14,13,12,10,9,1
332,14,13,12,10,8,1
333,14,13,12,10,7,1
334,14,13,12,10,6,1
335,14,13,12,10,5,1
336,14,13,12,10,4,1
337,14,13,12,10,3,1
338,14,13,12,10,2,1
339,14,13,12,9,8,1
340,14,13,12,9,7,1
341,14,13,12,9,6,1
342,14,13,12,9,5,1
343,14,13,12,9,4,1
344,14,13,12,9,3,1
345,14,13,12,9,2,1
346,14,13,12,8,7,1
347,14,13,12,8,6,1
348,14,13,12,8,5,1
349,14,13,12,8,4,1
350,14,13,12,8,3,1
351,14,13,12,8,2,1
352,14,13,12,7,6,1
353,14,13,12,7,5,1
354,14,13,12,7,4,1
355,14,13,12,7,3,1
356,14,13,12,7,2,1
357,14,13,12,6,5,1
358,14,13,12,6,4,1
359,14,13,12,6,3,1
360,14,13,12,6,2,1
361,14,13,12,5,4,1
362,14,13,12,5,3,1
363,14,13,12,5,2,1
364,14,13,12,4,3,1
365,14,13,12,4,2,1
366,14,13,12,3,2,1
367,14,13,11,10,9,1
368,14,13,11,10,8,1
369,14,13,11,10,7,1
370,14,13,11,10,6,1
371,14,13,11,10,5,1
372,14,13,11,10,4,1
373,14,13,11,10,3,1
374,14,13,11,10,2,1
375,14,13,11,9,8,1
376,14,13,11,9,7,1
377,14,13,11,9,6,1
378,14,13,11,9,5,1
379,14,13,11,9,4,1
380,14,13,11,9,3,1
381,14,13,11,9,2,1
382,14,13,11,8,7,1
383,14,13,11,8,6,1
384,14,13,11,8,5,1
385,14,13,11,8,4,1
386,14,13,11,8,3,1
387,14,13,11,8,2,1
388,14,13,11,7,6,1
389,14,13,11,7,5,1
390,14,13,11,7,4,1
391,14,13,11,7,3,1
392,14,13,11,7,2,1
393,14,13,11,6,5,1
394,14,13,11,6,4,1
395,14,13,11,6,3,1
396,14,13,11,6,2,1
397,14,13,11,5,4,1
398,14,13,11,5,3,1
399,14,13,11,5,2,1
400,14,13,11,4,3,1
401,14,13,11,4,2,1
402,14,13,11,3,2,1
403,14,13,10,9,8,1
404,14,13,10,9,7,1
405,14,13,10,9,6,1
406,14,13,10,9,5,1
407,14,13,10,9,4,1
408,14,13,10,9,3,1
409,14,13,10,9,2,1
410,14,13,10,8,7,1
411,14,13,10,8,6,1
412,14,13,10,8,5,1
413,14,13,10,8,4,1
414,14,13,10,8,3,1
415,14,13,10,8,2,1
416,14,13,10,7,6,1
417,14,13,10,7,5,1
418,14,13,10,7,4,1
419,14,13,10,7,3,1
420,14,13,10,7,2,1
421,14,13,10,6,5,1
422,14,13,10,6,4,1
423,14,13,10,6,3,1
424,14,13,10,6,2,1
425,14,13,10,5,4,1
426,14,13,10,5,3,1
427,14,13,10,5,2,1
428,14,13,10,4,3,1
429,14,13,10,4,2,1
430,14,13,10,3,2,1
431,14,13,9,8,7,1
432,14,13,9,8,6,1
433,14,13,9,8,5,1
434,14,13,9,8,4,1
435,14,13,9,8,3,1
436,14,13,9,8,2,1
437,14,13,9,7,6,1
438,14,13,9,7,5,1
439,14,13,9,7,4,1
440,14,13,9,7,3,1
441,14,13,9,7,2,1
442,14,13,9,6,5,1
443,14,13,9,6,4,1
444,14,13,9,6,3,1
445,14,13,9,6,2,1
446,14,13,9,5,4,1
447,14,13,9,5,3,1
448,14,13,9,5,2,1
449,14,13,9,4,3,1
450,14,13,9,4,2,1
451,14,13,9,3,2,1
452,14,13,8,7,6,1
453,14,13,8,7,5,1
454,14,13,8,7,4,1
455,14,13,8,7,3,1
456,14,13,8,7,2,1
457,14,13,8,6,5,1
458,14,13,8,6,4,1
459,14,13,8,6,3,1
460,14,13,8,6,2,1
461,14,13,8,5,4,1
462,14,13,8,5,3,1
463,14,13,8,5,2,1
464,14,13,8,4,3,1
465,14,13,8,4,2,1
466,14,13,8,3,2,1
467,14,13,7,6,5,1
468,14,13,7,6,4,1
469,14,13,7,6,3,1
470,14,13,7,6,2,1
471,14,13,7,5,4,1
472,14,13,7,5,3,1
473,14,13,7,5,2,1
474,14,13,7,4,3,1
475,14,13,7,4,2,1
476,14,13,7,3,2,1
477,14,13,6,5,4,1
478,14,13,6,5,3,1
479,14,13,6,5,2,1
480,14,13,6,4,3,1
481,14,13,6,4,2,1
482,14,13,6,3,2,1
483,14,13,5,4,3,1
484,14,13,5,4,2,1
485,14,13,5,3,2,1
486,14,13,4,3,2,1
487,14,12,11,10,9,1
488,14,12,11,10,8,1
489,14,12,11,10,7,1
490,14,12,11,10,6,1
491,14,12,11,10,5,1
492,14,12,11,10,4,1
493,14,12,11,10,3,1
494,14,12,11,10,2,1
495,14,12,11,9,8,1
496,14,12,11,9,7,1
497,14,12,11,9,6,1
498,14,12,11,9,5,1
499,14,12,11,9,4,1
500,14,12,11,9,3,1
501,14,12,11,9,2,1
502,14,12,11,8,7,1
503,14,12,11,8,6,1
504,14,12,11,8,5,1
505,14,12,11,8,4,1
506,14,12,11,8,3,1
507,14,12,11,8,2,1
508,14,12,11,7,6,1
509,14,12,11,7,5,1
510,14,12,11,7,4,1
511,14,12,11,7,3,1
512,14,12,11,7,2,1
513,14,12,11,6,5,1
514,14,12,11,6,4,1
515,14,12,11,6,3,1
516,14,12,11,6,2,1
517,14,12,11,5,4,1
518,14,12,11,5,3,1
519,14,12,11,5,2,1
520,14,12,11,4,3,1
521,14,12,11,4,2,1
522,14,12,11,3,2,1
523,14,12,10,9,8,1
524,14,12,10,9,7,1
525,14,12,10,9,6,1
526,14,12,10,9,5,1
527,14,12,10,9,4,1
528,14,12,10,9,3,1
529,14,12,10,9,2,1
530,14,12,10,8,7,1
531,14,12,10,8,6,1
532,14,12,10,8,5,1
533,14,12,10,8,4,1
534,14,12,10,8,3,1
535,14,12,10,8,2,1
536,14,12,10,7,6,1
537,14,12,10,7,5,1
538,14,12,10,7,4,1
539,14,12,10,7,3,1
540,14,12,10,7,2,1
541,14,12,10,6,5,1
542,14,12,10,6,4,1
543,14,12,10,6,3,1
544,14,12,10,6,2,1
545,14,12,10,5,4,1
546,14,12,10,5,3,1
547,14,12,10,5,2,1
548,14,12,10,4,3,1
549,14,12,10,4,2,1
550,14,12,10,3,2,1
551,14,12,9,8,7,1
552,14,12,9,8,6,1
553,14,12,9,8,5,1
554,14,12,9,8,4,1
555,14,12,9,8,3,1
556,14,12,9,8,2,1
557,14,12,9,7,6,1
558,14,12,9,7,5,1
559,14,12,9,7,4,1
560,14,12,9,7,3,1
561,14,12,9,7,2,1
562,14,12,9,6,5,1
563,14,12,9,6,4,1
564,14,12,9,6,3,1
565,14,12,9,6,2,1
566,14,12,9,5,4,1
567,14,12,9,5,3,1
568,14,12,9,5,2,1
569,14,12,9,4,3,1
570,14,12,9,4,2,1
571,14,12,9,3,2,1
572,14,12,8,7,6,1
573,14,12,8,7,5,1
574,14,12,8,7,4,1
575,14,12,8,7,3,1
576,14,12,8,7,2,1
577,14,12,8,6,5,1
578,14,12,8,6,4,1
579,14,12,8,6,3,1
580,14,12,8,6,2,1
581,14,12,8,5,4,1
582,14,12,8,5,3,1
583,14,12,8,5,2,1
584,14,12,8,4,3,1
585,14,12,8,4,2,1
586,14,12,8,3,2,1
587,14,12,7,6,5,1
